564137288	20160728	201607	2016	2016.5699	GOV	PRESIDENT						GOV			NGA	NIGERIA	NGA								0	110	110	11	3	-2.0	8	2	8	-6.27993630654777	4	Arewa, Oyo, Nigeria	NI	NI32	7.53333	3.80472	387630	4	Arewa, Oyo, Nigeria	NI	NI32	7.53333	3.80472	387630	4	Arewa, Oyo, Nigeria	NI	NI32	7.53333	3.80472	387630	20160728	http://www.vanguardngr.com/2016/07/padded-budget-100-reps-want-dogara-lasun-others-prosecuted/
564137298	20160728	201607	2016	2016.5699	GOV	PRESIDENT						GOV			RUS	RUSSIA	RUS								1	085	085	08	2	7.0	6	2	6	-1.65105667627282	1	Russia	RS	RS	60	100	RS	1	Russia	RS	RS	60	100	RS	1	Russia	RS	RS	60	100	RS	20160728	http://www.kyivpost.com/article/content/ukraine-politics/politico-trump-to-look-at-recognizing-crimea-as-russian-territory-lifting-sanctions-419700.html
564137308	20160728	201607	2016	2016.5699	GOV	PRESIDENT						GOV			USA	NEW YORK STATE	USA								1	010	010	01	1	0.0	3	1	3	-6.09243697478991	4	Nassau, New Providence, Bahamas, The	BF	BF23	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	25.0833	-77.35	-1543832	20160728	http://liherald.com/stories/South-Nassau-is-certified-as-trauma-center,82163
564137318	20160728	201607	2016	2016.5699	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	116	13	116	-4.56611588470478	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20160728	http://www.whio.com/news/news/national-govt-politics/dnc-2016-speakers-to-take-stage-on-night-3-of-conv/nr57B/
564137328	20160728	201607	2016	2016.5699	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	11	2	11	-0.133625096407365	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20160728	http://www.newsmax.com/Newsfront/trump-russian-appeal-reckless/2016/07/27/id/740898/
564137338	20160728	201607	2016	2016.5699	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	1	1	1	-1.97693574958814	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20160728	http://www.commercialappeal.com/news/regional/miss-political-rivals-reeves-hood-stake-ground-at-fair-38a6b4fc-2cb9-7e67-e053-0100007f5667-388489011.html
564137348	20160728	201607	2016	2016.5699	GOV	MINIST						GOV			ZWE	ZIMBABWE	ZWE								0	112	112	11	3	-2.0	20	2	20	1.3719774646927	1	Zimbabwe	ZI	ZI	-20	30	ZI	1	Zimbabwe	ZI	ZI	-20	30	ZI	1	Zimbabwe	ZI	ZI	-20	30	ZI	20160728	http://www.herald.co.zw/brainworks-unveils-getcash-platform/
564137358	20160728	201607	2016	2016.5699	GOVEDU	MINIST OF EDUCATION						GOV	EDU		CAN	BRITISH COLUMBIA	CAN								0	1233	123	12	3	-4.0	1	1	1	-1.34803921568628	4	Peterborough, Peterborough, United Kingdom	UK	UKK3	52.5833	-0.25	-2605287	4	Peterborough, Peterborough, United Kingdom	UK	UKK3	52.5833	-0.25	-2605287	1	Canada	CA	CA	60	-95	CA	20160728	http://www.thepeterboroughexaminer.com/2016/07/27/sagonaska-suit-deadline-looms
564137368	20160728	201607	2016	2016.5699	GOVGOV	GOVERNMENT						GOV	GOV		USA	A US	USA								1	046	046	04	1	7.0	20	2	20	-2.73466371027347	1	Brazil	BR	BR	-10	-55	BR	1	Brazil	BR	BR	-10	-55	BR	1	Brazil	BR	BR	-10	-55	BR	20160728	http://www.smh.com.au/breaking-news-business/bhp-to-take-us14bn-hit-from-samarco-20160728-4ii64.html
564137378	20160728	201607	2016	2016.5699	GOVMILCOP	NATIONAL SECURITY ADVISOR						GOV	MIL	COP	USA	WASHINGTON	USA								1	013	013	01	1	0.4	2	1	2	0	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127	-716583	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20160728	http://world.kbs.co.kr/english/news/news_In_detail.htm?No=120707
564137388	20160728	201607	2016	2016.5699	GRC	GREECE	GRC								GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	6	3	6	-8.3534965317844	4	Alexandroupoli, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	40.8475	25.8744	-813621	4	Alexandroupoli, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	40.8475	25.8744	-813621	4	Alexandroupoli, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	40.8475	25.8744	-813621	20160728	http://voiceofvienna.org/?p=52837
564137398	20160728	201607	2016	2016.5699	GRC	ITHACA	GRC								USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	4.14507772020725	3	Cornell University, New York, United States	US	USNY	42.447	-76.483	947467	3	Cornell University, New York, United States	US	USNY	42.447	-76.483	947467	3	Cornell University, New York, United States	US	USNY	42.447	-76.483	947467	20160728	http://www.penbaypilot.com/article/christine-henehan-exhibits-rockland-congregational-church/73797
564137408	20160728	201607	2016	2016.5699	HLH	HOSPITAL						HLH													0	036	036	03	1	4.0	6	1	6	-1.4436296975252	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20160728	http://www.tor.com/2016/07/27/the-art-of-space-travel/comment-page-1/
564137418	20160728	201607	2016	2016.5699	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	5	1	5	-5.60846560846561	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	0							2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20160728	http://tucson.com/news/local/crime/fourth-avenue-bars-fined-total-of-by-state/article_6ae52f22-e68c-59ae-a402-a506db0f3988.html
564137428	20160728	201607	2016	2016.5699	HLH	HOSPITAL						HLH													1	114	114	11	3	-2.0	4	1	4	-10.0864553314121	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	20160728	http://indianexpress.com/article/india/india-news-india/dalit-flogging-victims-hospitalised-a-day-after-discharge-2939697/
564137438	20160728	201607	2016	2016.5699	HLH	DOCTOR						HLH			CVL	SCIENTIST						CVL			0	020	020	02	1	3.0	1	1	1	-2.20994475138121	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20160728	http://legalinsurrection.com/2016/07/documentary-hush-focuses-on-physical-and-mental-health-ramifications-of-abortion/
564137448	20160728	201607	2016	2016.5699	HLH	HOSPITAL						HLH			USA	MISSISSIPPI	USA								0	046	046	04	1	7.0	9	1	9	1.73310225303293	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	20160728	http://www.hannapub.com/concordiasentinel/riverland-to-purchase-property-for-new-hospital/article_372caf5c-542c-11e6-b84c-97d1f713bad6.html
564137458	20160728	201607	2016	2016.5699	IDNGOV	INDONESIA	IDN					GOV			IDN	INDONESIAN	IDN								1	0242	024	02	1	-0.3	5	2	5	-6.6443421979831	4	Nusa Kambangan, Jawa Tengah, Indonesia	ID	ID07	-7.75111	108.949	-2680876	4	Nusa Kambangan, Jawa Tengah, Indonesia	ID	ID07	-7.75111	108.949	-2680876	4	Nusa Kambangan, Jawa Tengah, Indonesia	ID	ID07	-7.75111	108.949	-2680876	20160728	http://www.stripes.com/news/pacific/un-rights-chief-urges-indonesia-to-halt-looming-executions-1.421266
564137468	20160728	201607	2016	2016.5699	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			GBR	BRITAIN	GBR								0	020	020	02	1	3.0	1	1	1	-5.54272517321016	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20160728	http://www.aurorasentinel.com/news/wto-chief-global-trade-not-main-culprit-lost-us-jobs/
